f,	0.747653699000000,	0.986715846000000
f,	1.32464541300000,	0.707984250000000
f,	1.35472715500000,	1.37716560400000
t, 	-0.286946967000000,	-0.286477780000000
f,	1.41210671600000,	0.737929007000000
t,	-0.169988015000000,	-0.130880900000000
t,	-0.415858688000000,	-0.390757274000000
f,	0.718695401000000,	1.41355334200000
t,	-0.166235830000000,	-0.249911166000000
f,	1.04112460700000,	0.661422441000000
t,	-0.333339960000000,	0.342374028000000
t,	-0.199500468000000,	0.260522266000000
t,	-0.254324686000000,	0.137413130000000
f,	1.18159215600000,	0.847059390000000
t,	0.439329782000000,	-0.0583211480000000
t,	0.0308712910000000,	0.105164397000000
t,	-0.428084458000000,	-0.488610061000000
t,	-0.196832306000000,	-0.0403633190000000
f,	0.809245777000000,	0.733794717000000
t,	0.191298516000000,	0.479582524000000
f,	1.15285238600000,	1.35596594300000
f,	0.979903852000000,	1.40390678900000
t,	-0.184399012000000,	-0.463231415000000
t,	-0.275273520000000,	-0.0202104270000000
f,	1.36360525600000,	1.15437860500000
t,	-0.0589827560000000,	-0.00613688100000000
f,	0.563447181000000,	0.814107741000000
t,	-0.373026963000000,	0.488587277000000
f,	1.29866536800000,	0.826095850000000
f,	1.17811625100000,	1.31747956300000
t,	0.220756460000000,	0.0879757080000000
t,	-0.000577798000000000,	0.121249170000000
f,	0.909125595000000,	1.09608978700000
f,	1.35541458100000,	0.553929751000000
t,	-0.286758140000000,	0.398279393000000
t,	0.392004546000000,	0.0631484250000000
t,	-0.155201256000000,	0.103618111000000
t,	-0.414082063000000,	0.228629935000000
t,	-0.297024361000000,	-0.240964092000000
f,	1.44487385700000,	0.537443595000000
f,	0.547632802000000,	0.511387466000000
t,	0.365963858000000,	-0.0827660490000000
t,	-0.216180400000000,	0.135075093000000
f,	0.718861934000000,	0.627889984000000
f,	0.760126487000000,	1.17855094200000
f,	1.09124780000000,	0.513071981000000
f,	1.27690154700000,	1.37461211400000
f,	0.581152292000000,	1.49102635400000
f,	0.959695127000000,	0.518862475000000
f,	0.925397222000000,	0.954048882000000
